period,profit_center,customers,revenue,new_logos,churned,arpu_implied,net_new_customers,churn_rate_implied
2023-01-01,PC10,1233.2654464506059,1056542.47,54.4174701148112,21.15202366420536,856.7032126301579,33.26544645060584,0.017151233519986996
2023-01-01,PC20,660.5256449557653,762335.3999999999,32.87607047629645,12.350425520531196,1154.1344470449028,20.52564495576525,0.01869787435937978
2023-01-01,PC40,301.8065461835569,662768.06,11.842583067913305,10.036036884356427,2196.0029309533547,1.8065461835568772,0.033253211407325046
2023-02-01,PC10,1263.0296279692996,1087940.5899999999,50.412164841156624,20.64798332246309,861.3737682062074,29.764181518693533,0.01634798017815381
2023-02-01,PC20,669.0902570150238,773475.9600000001,18.357067566924698,9.79245550766619,1156.0113929182987,8.564612059258508,0.014635477657906338
2023-02-01,PC40,300.5024652220074,656968.94,8.176903983398038,9.480984944947595,2186.234776858285,-1.3040809615495572,0.03155043982066225
2023-03-01,PC10,1310.5749553015567,1133867.8599999999,69.50992281232338,21.964595480066347,865.16826482397,47.54532733225703,0.016759511076581197
2023-03-01,PC20,677.6204445474087,787774.98,20.819269141484178,12.289081609099195,1162.5608204990995,8.530187532384982,0.018135641726847878
2023-03-01,PC40,298.9075610128735,651780.55,7.928211560639856,9.52311576977376,2180.5421976994717,-1.5949042091339036,0.03185973528907693
2023-04-01,PC10,1332.2233272681117,1157114.3900000001,51.79310453892897,30.144732572373908,868.5588717117016,21.648371966555064,0.022627386831747948
2023-04-01,PC20,686.465052827524,796201.84,24.069136918062263,15.224528637946893,1159.8577913332576,8.84460828011537,0.02217815542865238
2023-04-01,PC40,303.45220963053004,657078.96,10.87595447100856,6.331305853352058,2165.345774875161,4.544648617656502,0.020864260178104405
2023-05-01,PC10,1369.9377143005015,1193805.4,62.31081914195456,24.59643210956483,871.4304216448003,37.71438703238973,0.017954416359815248
2023-05-01,PC20,702.2630501738762,815079.91,26.482437374229985,10.684440027877786,1160.647580416186,15.797997346352199,0.015214299008373545
2023-05-01,PC40,302.075956214606,656101.5499999999,9.170850212272383,10.547103628196437,2171.9754138057947,-1.3762534159240545,0.03491540260391788
2023-06-01,PC10,1407.6616213355392,1226603.67,60.958431297008474,23.23452426197091,871.3767935480419,37.72390703503756,0.016505759558839733
2023-06-01,PC20,718.5285390579692,842788.09,32.48284849575798,16.217359611664975,1172.9361384934577,16.265488884093003,0.022570237269805365
